Sentence,Output
" For instance , in the time of Galileo , optical theory could not account for phenomena that were observed by means of telescopes"," For instance , in the time of [Name] , optical theory could not account for phenomena that were observed by means of telescopes"
" The album features vocals from six other performers , including Laura Dawn and Shayna Steele"," The album features vocals from six other performers , including [Name] and [Name]"
" and Friedrich Hayek , though the broader issue of the relation between economics and psychology has come back into the academic debate with the development of behavioral economics"," and [Name] , though the broader issue of the relation between economics and psychology has come back into the academic debate with the development of behavioral economics"
 He swapped wives with comedian Gilbert Gottfried, He swapped wives with comedian [Name]
 Before joining Canned Heat he had been a session bassist for The Monkees and Jerry Lee Lewis, Before joining Canned Heat he had been a session bassist for The Monkees and [Name]
 It is the film debut of Wesley Snipes and Woody Harrelson, It is the film debut of [Name] and [Name]
" He became the effective leader of the Boxers , and was extremely anti-foreigner"," He became the effective leader of the [Name] , and was extremely anti-foreigner"
" The intensity of the bullying increases , and , after refusing to hand over a sweepstake ticket for the favourite in a horse race , Tom is deliberately burned in front of a fire"," The intensity of the bullying increases , and , after refusing to hand over a sweepstake ticket for the favourite in a horse race , [Name] is deliberately burned in front of a fire"
 But in mixed doubles she partnered with Nenad Zimonjić and won the title, But in mixed doubles she partnered with [Name] and won the title
" British-American philosopher Max Black , an influential critic of general semantics , called this neurological delay the central aim of general semantics training , so that in responding to verbal or nonverbal stimuli , we are aware of what it is that we are doing"," British-American philosopher [Name] , an influential critic of general semantics , called this neurological delay the central aim of general semantics training , so that in responding to verbal or nonverbal stimuli , we are aware of what it is that we are doing"
" Originally scheduled for April 8 , 1968 , the 40th Academy Awards ceremony was postponed for two days , because of the assassination of Dr. Martin Luther King , Jr."," Originally scheduled for April 8 , 1968 , the 40th Academy Awards ceremony was postponed for two days , because of the assassination of Dr. [Name]"
" However , during 2017 – 18 Iranian protests , some demonstrators chanted slogans in favor of Pahlavi 's grandfather and called for his return"," However , during 2017 – 18 Iranian protests , some demonstrators chanted slogans in favor of [Name] 's grandfather and called for his return"
" During the height of her popularity , three imposters billed themselves as Kitty Kallen"," During the height of her popularity , three imposters billed themselves as [Name]"
" He is the father of Gabriele , who was also a professional footballer"," He is the father of [Name] , who was also a professional footballer"
" Celebrities visiting the gifting suite included Judith Hoag , Carolyn Hennesy , Kate Linder , Chris Mulkey , Jim O'Heir , and John Salley"," Celebrities visiting the gifting suite included [Name] , [Name] , [Name] , [Name] , [Name] , and [Name]"
 The story was based in Charleston and featured the Gullah community, The story was based in Charleston and featured the [Name] community
" He ran sub-2 : 08 at the London Marathon for a second time and improved one place from the previous year , finishing as runner-up behind Martin Lel"," He ran sub-2 : 08 at the London Marathon for a second time and improved one place from the previous year , finishing as runner-up behind [Name]"
" In 1966 , he moved to Santos , where he became Pelé 's teammate"," In 1966 , he moved to Santos , where he became [Name] 's teammate"
 Albert left the Rangers after the 1994 – 95 season, [Name] left the Rangers after the 1994 – 95 season
 The L&MR opened on 15 September 1830 with the Prime Minister the Duke of Wellington travelling in one of the inaugural trains, The L&MR opened on 15 September 1830 with the Prime Minister the Duke of [Name] travelling in one of the inaugural trains
" The labarum was a vexillum ( military standard ) that displayed the Chi-Rho symbol , a christogram formed from the first two Greek letters of the word Christ ( , or Χριστός ) - Chi ( χ ) and Rho ( ρ )"," The labarum was a vexillum ( military standard ) that displayed the Chi-Rho symbol , a christogram formed from the first two Greek letters of the word [Name] ( , or Χριστός ) - Chi ( χ ) and Rho ( ρ )"
" As of 2018 , he remains fourth-top scorer in FIFA World Cup history , with each of the three ahead of him - Gerd Müller ( 14 goals ) , Ronaldo ( 15 goals ) and Miroslav Klose ( 16 goals ) - having played in at least two tournaments"," As of 2018 , he remains fourth-top scorer in FIFA World Cup history , with each of the three ahead of him - [Name] ( 14 goals ) , [Name] ( 15 goals ) and [Name] ( 16 goals ) - having played in at least two tournaments"
 In March 2004 he was named by Pelé as one of the top 125 greatest living footballers, In March 2004 he was named by [Name] as one of the top 125 greatest living footballers
 The score for the album was by Victor Young, The score for the album was by [Name]
" He and Ma Fulu personally planned and led the attack , encircling the foreign troops with a pincer movement"," He and [Name] personally planned and led the attack , encircling the foreign troops with a pincer movement"
" Developed as a parody of other mockumentary-style series such as The Office , Modern Family , and Parks and Recreation , The Muppets portrayed the everyday personal and professional lives of the Muppets in Los Angeles , as they produced a late-night talk show hosted by Miss Piggy"," Developed as a parody of other mockumentary-style series such as The Office , Modern Family , and Parks and Recreation , The Muppets portrayed the everyday personal and professional lives of the [Name] in Los Angeles , as they produced a late-night talk show hosted by [Name]"
 This was the first film in the series that did not use James Horner 's original score, This was the first film in the series that did not use [Name] 's original score
" Despite being a strong and imposing defensive , athletic and physical presence , he was also an extremely agile and elegant player , with excellent balance , ball skills , vision and passing ability for a defender , which allowed him to bring the ball out of the defence and start plays from the back after winning back possession ; these abilities led him to be compared to former Milan captain Franco Baresi"," Despite being a strong and imposing defensive , athletic and physical presence , he was also an extremely agile and elegant player , with excellent balance , ball skills , vision and passing ability for a defender , which allowed him to bring the ball out of the defence and start plays from the back after winning back possession ; these abilities led him to be compared to former Milan captain [Name]"
 The following spring the Reading manager took a gamble by purchasing Robin Friday from non-league Hayes F.C., The following spring the Reading manager took a gamble by purchasing [Name] from non-league Hayes F.C.
 Literary critic Kenneth Burke 's dramatism takes this concept and utilizes it in secular rhetorical theory to look at the dialectic of unity and difference within the context of logology, Literary critic [Name] 's dramatism takes this concept and utilizes it in secular rhetorical theory to look at the dialectic of unity and difference within the context of logology
 Menzhinsky was undecided, [Name] was undecided
" Ultimately , these scaffolding techniques , as described by Vygotsky ( 1978 ) and problem solving methods are a result of dynamic decision making"," Ultimately , these scaffolding techniques , as described by [Name] ( 1978 ) and problem solving methods are a result of dynamic decision making"
" The next year , he won 10 of 12 races , ran under 1:43 twice ( becoming only the second man to break 1:43 twice in one season , after Joaquim Cruz who did it in 1984 & 1985 ) with his 1:42"," The next year , he won 10 of 12 races , ran under 1:43 twice ( becoming only the second man to break 1:43 twice in one season , after [Name] who did it in 1984 & 1985 ) with his 1:42"
" In the third round , he fired a five-under round of 67 to co-lead through 54 holes with Sergio García"," In the third round , he fired a five-under round of 67 to co-lead through 54 holes with [Name]"
 A fictional implementation of the memex appears in The Laundry Files series by Charles Stross, A fictional implementation of the memex appears in The Laundry Files series by [Name]
" Federal Judge Jack B. Weinstein refused the appeals , claiming the settlement was fair and just"," Federal Judge [Name] refused the appeals , claiming the settlement was fair and just"
" In the urban game of hitting a rubber ball with an adapted broomstick handle , Mays could hit a shot that measured five sewers ( the distance of six consecutive New York City manhole covers , nearly 450 feet )"," In the urban game of hitting a rubber ball with an adapted broomstick handle , [Name] could hit a shot that measured five sewers ( the distance of six consecutive New York City manhole covers , nearly 450 feet )"
 It was disbanded by Governor Christine Todd Whitman in 1996, It was disbanded by Governor [Name] in 1996
" The character and show , created by Richard Levinson and William Link , popularized the inverted detective story format , which begins by showing the commission of the crime and its perpetrator ; the plot therefore usually has no whodunit element , and instead revolves around how a perpetrator known to the audience will finally be caught and exposed ( sometimes referred to as a howcatchem )"," The character and show , created by [Name] and [Name] , popularized the inverted detective story format , which begins by showing the commission of the crime and its perpetrator ; the plot therefore usually has no whodunit element , and instead revolves around how a perpetrator known to the audience will finally be caught and exposed ( sometimes referred to as a howcatchem )"
" The film also proved to be young Anjelica Huston 's first experience in the film industry as she was called upon by her father , John Huston , to cover the screen shots of Deborah Kerr 's hands"," The film also proved to be young [Name] 's first experience in the film industry as she was called upon by her father , [Name] , to cover the screen shots of [Name] 's hands"
" MalcolmX sought Elijah Muhammad 's approval which was denied , stunning MalcolmX"," [Name] sought [Name] 's approval which was denied , stunning [Name]"
" More important for his future career , he had an affair with the wealthy heiress Harriet Howard ( 1823 – 1865 )"," More important for his future career , he had an affair with the wealthy heiress [Name] ( 1823 – 1865 )"
" Later in the year , Edward Dalyngrigge was granted a licence to fortify his manor house"," Later in the year , [Name] was granted a licence to fortify his manor house"
" Eogastropoda was a previously used taxonomic category of snails or gastropods , a subclass which was erected by Ponder and Lindberg in 1997"," Eogastropoda was a previously used taxonomic category of snails or gastropods , a subclass which was erected by [Name] and [Name] in 1997"
 Rem Koolhaas ' projects revive another aspect of constructivism, [Name] ' projects revive another aspect of constructivism
" His most famous exploit , though , was as a member of the amateur side assembled by Archie MacLaren to take on the hitherto-invincible 1921 Australian cricket team at Eastbourne"," His most famous exploit , though , was as a member of the amateur side assembled by [Name] to take on the hitherto-invincible 1921 Australian cricket team at Eastbourne"
 The Provincial Governor of the province from 16 May 2007 is Prince Khalid bin Faisal Al Saud was appointed as the new governor, The Provincial Governor of the province from 16 May 2007 is Prince [Name] was appointed as the new governor
" 346 ) with 68 RBI and was the runner-up in AL Most Valuable Player Award balloting to New York Yankees shortstop , Phil Rizzuto who hit"," 346 ) with 68 RBI and was the runner-up in AL Most Valuable Player Award balloting to New York Yankees shortstop , [Name] who hit"
 He was elected Prime Minister for the second time when he succeeded Girija Prasad Koirala who resigned in July 2001, He was elected Prime Minister for the second time when he succeeded [Name] who resigned in July 2001
" He scored 31 goals in 40 appearances , thus breaking the record held by Kim Do-Hoon in 2002"," He scored 31 goals in 40 appearances , thus breaking the record held by [Name] in 2002"
" The same year he made his major zarzuela debut in Manuel Fernández Caballero 's , singing a baritone role"," The same year he made his major zarzuela debut in [Name] 's , singing a baritone role"
" During a historical series of four Clásicos against rivals Barcelona in April 2011 , Ronaldo scored twice to equal his personal record of 42 goals in all competitions in a single season"," During a historical series of four Clásicos against rivals Barcelona in April 2011 , [Name] scored twice to equal his personal record of 42 goals in all competitions in a single season"
" From 2013 onwards , under manager Carlo Ancelotti , he effectively adapted his style to the physical effects of ageing with increasingly reduced off the ball movement and general involvement , completing fewer dribbles and passes per game , and instead focusing on short-distance creating and goalscoring"," From 2013 onwards , under manager [Name] , he effectively adapted his style to the physical effects of ageing with increasingly reduced off the ball movement and general involvement , completing fewer dribbles and passes per game , and instead focusing on short-distance creating and goalscoring"
" In the app , fans can select from among 68 photos of Ronaldo in different outfits and poses , and scroll through 39 filters to apply to their selfies"," In the app , fans can select from among 68 photos of [Name] in different outfits and poses , and scroll through 39 filters to apply to their selfies"
" The composition features scratching and other turntablist techniques , performed by D. ST - an influential DJ in the early years of turntablism"," The composition features scratching and other turntablist techniques , performed by [Name] - an influential DJ in the early years of turntablism"
" At Brooks Air Force Base at the end of June , Armstrong underwent a medical exam that many of the applicants described as painful and at times seemingly pointless"," At Brooks Air Force Base at the end of June , [Name] underwent a medical exam that many of the applicants described as painful and at times seemingly pointless"
" The hospital , fearing the bad publicity that would result from being accused of negligently causing the death of a revered figure such as Armstrong , agreed to pay as long as the family never spoke about the suit or the settlement"," The hospital , fearing the bad publicity that would result from being accused of negligently causing the death of a revered figure such as [Name] , agreed to pay as long as the family never spoke about the suit or the settlement"
" However , the motorcycle ban was lifted on November 1 , 1975 , after pressure from entrepreneur Malcolm Forbes and other motorcyclists"," However , the motorcycle ban was lifted on November 1 , 1975 , after pressure from entrepreneur [Name] and other motorcyclists"
 Director : Friðrik Þór Friðriksson, Director : [Name]
 Halford left the band in May 1992, [Name] left the band in May 1992
" The first three seasons of the show were hosted by Sugar Ray Leonard , who shared hosting duties in the first season with actor Sylvester Stallone"," The first three seasons of the show were hosted by [Name] , who shared hosting duties in the first season with actor [Name]"
" He had a house close to Ranjitsinhji 's residence , and claimed in court that Ranjitsinhji rented the house on his behalf , and , as a ruling prince , could not be prosecuted"," He had a house close to [Name] 's residence , and claimed in court that [Name] rented the house on his behalf , and , as a ruling prince , could not be prosecuted"
" His films , especially The Great Caruso , influenced numerous future opera stars , including Joseph Calleja , José Carreras , Plácido Domingo , Luciano Pavarotti and Vyacheslav Polozov"," His films , especially The Great Caruso , influenced numerous future opera stars , including [Name] , [Name] , [Name] , [Name] and [Name]"
" Only fragments of these books remain and what does remain was abridged and altered by John Xiphilinus , an 11th - century monk"," Only fragments of these books remain and what does remain was abridged and altered by [Name] , an 11th - century monk"
" The term neutronium was coined in 1926 by Andreas von Antropoff for a conjectured form of matter made up of neutrons with no protons or electrons , which he placed as the chemical element of atomic number zero at the head of his new version of the periodic table"," The term neutronium was coined in 1926 by [Name] for a conjectured form of matter made up of neutrons with no protons or electrons , which he placed as the chemical element of atomic number zero at the head of his new version of the periodic table"
 A generalization to other perfect powers is Pillai 's conjecture, A generalization to other perfect powers is [Name] 's conjecture
 Santa Sangre was a surrealistic slasher film with a plot like a mix of Alfred Hitchcock 's Psycho with Robert Wiene 's The Hands of Orlac, Santa Sangre was a surrealistic slasher film with a plot like a mix of [Name] 's Psycho with [Name] 's The Hands of Orlac
" From the time of Claudius ( fl. AD 41 to AD 54 ) onward , this calculation superseded other contemporary calculations"," From the time of [Name] ( fl. AD 41 to AD 54 ) onward , this calculation superseded other contemporary calculations"
" Her career ended with a second round mixed doubles loss alongside Bob Bryan to the eventual champions Ekaterina Makarova and Bruno Soares , at which point she officially retired"," Her career ended with a second round mixed doubles loss alongside [Name] to the eventual champions [Name] and [Name] , at which point she officially retired"
 The critic E. Arnot Robertson observed : She concluded that the subtle interpretation she insisted on giving kept the focus on the teacher 's sheer joy in imparting knowledge, The critic [Name] observed : She concluded that the subtle interpretation she insisted on giving kept the focus on the teacher 's sheer joy in imparting knowledge
 A win also would have put him just one victory short of Joe Louis ' all-time record for successful defenses at any weight class, A win also would have put him just one victory short of [Name] ' all-time record for successful defenses at any weight class
" Claudius was the first to hold magnificent celebrations in honor of the anniversary of the city , in AD 48 , the eight hundredth year from the founding of the city"," [Name] was the first to hold magnificent celebrations in honor of the anniversary of the city , in AD 48 , the eight hundredth year from the founding of the city"
" In September , Fermi assembled his first nuclear pile or reactor , in an attempt to create a slow neutron-induced chain reaction in uranium , but the experiment failed to achieve criticality , due to lack of proper materials , or not enough of the proper materials which were available"," In September , [Name] assembled his first nuclear pile or reactor , in an attempt to create a slow neutron-induced chain reaction in uranium , but the experiment failed to achieve criticality , due to lack of proper materials , or not enough of the proper materials which were available"
" The term was originally coined in the 19th century by the founding sociologist and philosopher of science , Auguste Comte , and has become a major topic for psychologists ( especially evolutionary psychology researchers ) , evolutionary biologists , and ethologists"," The term was originally coined in the 19th century by the founding sociologist and philosopher of science , [Name] , and has become a major topic for psychologists ( especially evolutionary psychology researchers ) , evolutionary biologists , and ethologists"
 Daniel Batson is a psychologist who examined this question and argues against the social exchange theory, [Name] is a psychologist who examined this question and argues against the social exchange theory
" In quantum mechanics , the evanescent-wave solutions of the Schrödinger equation give rise to the phenomenon of wave-mechanical tunneling"," In quantum mechanics , the evanescent-wave solutions of the [Name] equation give rise to the phenomenon of wave-mechanical tunneling"
 They earned a total of 203.19 points to finish 22.52 points ahead of second-place finishers Aliona Savchenko & Robin Szolkowy, They earned a total of 203.19 points to finish 22.52 points ahead of second-place finishers [Name] & [Name]
" The induction class also included Deion Sanders , Richard Dent , Marshall Faulk , Ed Sabol , Shannon Sharpe"," The induction class also included [Name] , [Name] , [Name] , [Name] , [Name]"
 Bill Haywood was a key figure in the IWW, [Name] was a key figure in the IWW
" If every element of an ordered field lies between two elements of its rational subfield , then the field is said to be Archimedean"," If every element of an ordered field lies between two elements of its rational subfield , then the field is said to be [Name]"
 The film is based on the television series of the same name that aired in the 1960 s and starred Robert Culp and Bill Cosby, The film is based on the television series of the same name that aired in the 1960 s and starred [Name] and [Name]
" In only 30 games and 100 at-bats , Jacobs hit an impressive 11 home runs and 23 RBI"," In only 30 games and 100 at-bats , [Name] hit an impressive 11 home runs and 23 RBI"
" These qualities are the ultimate source of human happiness , and the need for them lies at the very core of our being ( Dalai Lama )"," These qualities are the ultimate source of human happiness , and the need for them lies at the very core of our being ( [Name] )"
" He missed several weeks of the season due to a quad muscle injury suffered when he was cut by his own skate following a hit by Denis Grebeshkov of the Edmonton Oilers , but appeared in 65 games and scored 54 points"," He missed several weeks of the season due to a quad muscle injury suffered when he was cut by his own skate following a hit by [Name] of the Edmonton Oilers , but appeared in 65 games and scored 54 points"
" Still , the notion of altruism is modified in such a world-view , since the belief is that such a practice promotes our own happiness : The more we care for the happiness of others , the greater our own sense of well-being becomes ( Dalai Lama as meaning that love for ourselves is the exemplar of love for others"," Still , the notion of altruism is modified in such a world-view , since the belief is that such a practice promotes our own happiness : The more we care for the happiness of others , the greater our own sense of well-being becomes ( [Name] as meaning that love for ourselves is the exemplar of love for others"
 Thomas Jay Oord has argued in several books that altruism is but one possible form of love, [Name] has argued in several books that altruism is but one possible form of love
 Former World number 1 in tennis Simona Halep is also a native of the city, Former World number 1 in tennis [Name] is also a native of the city
" Notably , the existing fragments of Aristotle 's Poetics describe three genres of poetry - the epic , the comic , and the tragic - and develop rules to distinguish the highest-quality poetry in each genre , based on the perceived underlying purposes of the genre"," Notably , the existing fragments of [Name] 's Poetics describe three genres of poetry - the epic , the comic , and the tragic - and develop rules to distinguish the highest-quality poetry in each genre , based on the perceived underlying purposes of the genre"
" Slam poetry as a genre originated in 1986 in Chicago , Illinois , when Marc Kelly Smith organized the first slam"," Slam poetry as a genre originated in 1986 in Chicago , Illinois , when [Name] organized the first slam"
 The famous Rabbi Abraham Isaac Kook stated that love is the most important attribute in humanity, The famous Rabbi [Name] stated that love is the most important attribute in humanity
" Other changes include missions where the player controls Bentley or Murray , who have their own unique skills and are able to do much more than in the previous game"," Other changes include missions where the player controls [Name] or [Name] , who have their own unique skills and are able to do much more than in the previous game"
" Cleopatra 's character is slightly unpindown-able , as her character identity retains a certain aspect of mystery"," [Name] 's character is slightly unpindown-able , as her character identity retains a certain aspect of mystery"
" They are monitored and supervised by a team that includes a nutritionist , a psychologist , and a physical trainer , the latter of which is former U.S. Marine Harvey Walden IV"," They are monitored and supervised by a team that includes a nutritionist , a psychologist , and a physical trainer , the latter of which is former U.S. Marine [Name]"
" One of his most high-profile voice acting roles is as Towelie , the marijuana-smoking talking towel on South Park , where he also serves as a staff writer"," One of his most high-profile voice acting roles is as [Name] , the marijuana-smoking talking towel on South Park , where he also serves as a staff writer"
 Rabbi Moshe Chaim Luzzatto in particular focused on the ' purpose of creation ' and how the will of God was to bring creation into perfection and adhesion with this upper force, Rabbi [Name] in particular focused on the ' purpose of creation ' and how the will of God was to bring creation into perfection and adhesion with this upper force
 Mickey Lolich relieved him and earned a 4 – 2 win, [Name] relieved him and earned a 4 – 2 win
 Harry Sukman was in charge of the music editing and adaptations that were required for the musical score, [Name] was in charge of the music editing and adaptations that were required for the musical score
 This lasted until 1929 ; they were supported largely by funding from millionaire businessman Otto Hermann Kahn, This lasted until 1929 ; they were supported largely by funding from millionaire businessman [Name]
" From 1977 to 1981 , he was a cabinet minister in the provincial government of Sterling Lyon"," From 1977 to 1981 , he was a cabinet minister in the provincial government of [Name]"
" In 1923 , she met T. F. Powys , whose writing influenced her own and whose work she in turn encouraged"," In 1923 , she met [Name] , whose writing influenced her own and whose work she in turn encouraged"
" Not having enough money to continue paying tuition or repay the loan , she withdraws Micah from the school"," Not having enough money to continue paying tuition or repay the loan , she withdraws [Name] from the school"
 Niklaus Wirth reports that a first attempt to implement it in Fortran in 1969 was unsuccessful due to Fortran 's inadequacy to express complex data structures, [Name] reports that a first attempt to implement it in Fortran in 1969 was unsuccessful due to Fortran 's inadequacy to express complex data structures
" In addition , unexpected voices are used , such as the corpse of the murdered , a coin , Satan , two dervishes , and the color red"," In addition , unexpected voices are used , such as the corpse of the murdered , a coin , [Name] , two dervishes , and the color red"
" Fellow cricketer , Mahmudullah who was on the non-striker 's end when Mustafizur Rahman was batting , demanded a no-ball delivery from the on-field umpires"," Fellow cricketer , [Name] who was on the non-striker 's end when [Name] was batting , demanded a no-ball delivery from the on-field umpires"
" He arranged and conducted incidental music , mostly by composers with whom he had little affinity , such as Milhaud and Tchaikovsky , but it gave him the chance to work with professional musicians , while leaving him time to compose during the day"," He arranged and conducted incidental music , mostly by composers with whom he had little affinity , such as [Name] and [Name] , but it gave him the chance to work with professional musicians , while leaving him time to compose during the day"
" Marseille had also won the 1993 league championship , but were stripped of their title after club president Bernard Tapie was found guilty of bribing one of Marseille 's opponents"," Marseille had also won the 1993 league championship , but were stripped of their title after club president [Name] was found guilty of bribing one of Marseille 's opponents"
 Her grandfather was the cartoonist and writer George du Maurier, Her grandfather was the cartoonist and writer [Name]
 The score is by Richard Rodney Bennett, The score is by [Name]
" Their second child , Prince Oscar , Duke of Skåne , was born on 2 March 2016 in the same hospital"," Their second child , Prince [Name] , Duke of Skåne , was born on 2 March 2016 in the same hospital"
 His form led manager Owen Coyle to label him the best free transfer of the season, His form led manager [Name] to label him the best free transfer of the season
 He is the younger brother of Bojan Krasić, He is the younger brother of [Name]
 This is similar to other entertainers who perform with a persona that shares their own name ( such as Kurt Angle and his fictional persona ), This is similar to other entertainers who perform with a persona that shares their own name ( such as [Name] and his fictional persona )
" Inspired by Michael Jackson and Paul McCartney 's 1982 duet The Girl Is Mine , the lyrics of the mid-tempo R&B track revolve around two women fighting over a man"," Inspired by [Name] and [Name] 's 1982 duet The Girl Is Mine , the lyrics of the mid-tempo R&B track revolve around two women fighting over a man"
 He now declared Wagner above and beyond all living composers, He now declared [Name] above and beyond all living composers
" Buddhism is generally seen as among the least violent religious traditions , and Ahimsa ( do no harm ) , is a primary virtue in Buddhism"," Buddhism is generally seen as among the least violent religious traditions , and [Name] ( do no harm ) , is a primary virtue in Buddhism"
" A solitary drinker at the bar ( Roman Polanski ) is approached by a transvestite cabaret singer ( Yul Brynner ) , a vampire ( Christopher Lee ) poses as a waiter , and a cinema film features the unsuccessful transplant of a black person 's head onto a white person 's body"," A solitary drinker at the bar ( [Name] ) is approached by a transvestite cabaret singer ( [Name] ) , a vampire ( [Name] ) poses as a waiter , and a cinema film features the unsuccessful transplant of a black person 's head onto a white person 's body"
" President Roosevelt pressed the point , emphasizing his interest in the solution"," President [Name] pressed the point , emphasizing his interest in the solution"
" Often , he simply quipped : Martha Stewart – Dresses like the centerfold for Farmers ' Almanac , and other times combines forms : Dixie Chicks – They look like a trio of truck stop fashion tragedies / trapped in a typhoon"," Often , he simply quipped : [Name] – Dresses like the centerfold for Farmers ' Almanac , and other times combines forms : Dixie Chicks – They look like a trio of truck stop fashion tragedies / trapped in a typhoon"
" His father , Floyd Mayweather Sr. , was a former welterweight contender who fought Hall of Famer Sugar Ray Leonard"," His father , [Name] , was a former welterweight contender who fought Hall of Famer [Name]"
 The term ( though not the technique ) was coined by buyout guru Bruce Wasserstein, The term ( though not the technique ) was coined by buyout guru [Name]
" In 1998 , a constitutional reform , led by the government of President Fernando Henrique Cardoso , introduced regulatory agencies as a part of the executive branch"," In 1998 , a constitutional reform , led by the government of President [Name] , introduced regulatory agencies as a part of the executive branch"
 Sir Forester Obeysekera was his maternal uncle, Sir [Name] was his maternal uncle
" Puzzled , Kamal Haasan initially was not so enthusiastic about this idea"," Puzzled , [Name] initially was not so enthusiastic about this idea"
" The music score was by Max Steiner and Roy Webb , and the cinematography by Robert De Grasse"," The music score was by [Name] and [Name] , and the cinematography by [Name]"
" According to the historian Pliny the Elder , the craftsmen decided to stay and finish the work after the death of their patron considering that it was at once a memorial of his own fame and of the sculptor 's art"," According to the historian [Name] , the craftsmen decided to stay and finish the work after the death of their patron considering that it was at once a memorial of his own fame and of the sculptor 's art"
" Macaronic text is still used by modern Italian authors , e.g. by Carlo Emilio Gadda and Beppe Fenoglio"," Macaronic text is still used by modern Italian authors , e.g. by [Name] and [Name]"
" Her father and older brothers , Wayne and Byron Black , were all professional tennis players themselves"," Her father and older brothers , [Name] and [Name] , were all professional tennis players themselves"
" The founder of logotherapy , Viktor Frankl , may have well exemplified this definition"," The founder of logotherapy , [Name] , may have well exemplified this definition"
 He was knighted by Queen Elizabeth II in 1985, He was knighted by Queen [Name] in 1985
" With more rounded characters , such as those typically found in Shakespeare 's plays , the moral may be more nuanced but no less present , and the writer may point it out in other ways ( see , for example , the Prologue to Romeo and Juliet )"," With more rounded characters , such as those typically found in [Name] 's plays , the moral may be more nuanced but no less present , and the writer may point it out in other ways ( see , for example , the Prologue to Romeo and Juliet )"
" The historic distribution of bears and the impression the bear has made on people are reflected in the names of a number of localities ( some notable examples include Berlin , Bern , Medvednica , Otepää and Ayu-Dag ) , as well as personal names - for example , Xiong ( 熊 ) , Bernard , Arthur , Ursula , Urs , Ursicinus , Orsolya , Björn , Nedved , Medvedev and Otso"," The historic distribution of bears and the impression the bear has made on people are reflected in the names of a number of localities ( some notable examples include Berlin , Bern , Medvednica , Otepää and Ayu-Dag ) , as well as personal names - for example , [Name] ( 熊 ) , [Name] , [Name] , [Name] , [Name] , [Name] , Orsolya , [Name] , [Name] , [Name] and Otso"
" Yet , even as he provided order to existing rhetorical theories , Aristotle extended the definition of rhetoric , calling it the ability to identify the appropriate means of persuasion in a given situation , thereby making rhetoric applicable to all fields , not just politics"," Yet , even as he provided order to existing rhetorical theories , [Name] extended the definition of rhetoric , calling it the ability to identify the appropriate means of persuasion in a given situation , thereby making rhetoric applicable to all fields , not just politics"
" 481 – 420 BC ) , Gorgias ( c"," 481 – 420 BC ) , [Name] ( c"
" Taking advantage of the total lack of defenses , a Spanish fleet commanded by Casto Méndez Núñez bombarded the city during the Chincha Islands War in 1866"," Taking advantage of the total lack of defenses , a Spanish fleet commanded by [Name] bombarded the city during the Chincha Islands War in 1866"
" Namely , we can demand the existence of a tensor product that is left adjoint to the internal Hom functor"," Namely , we can demand the existence of a tensor product that is left adjoint to the internal [Name] functor"
 Joanna inherited these territories in 1516 in a condition of mental illness, [Name] inherited these territories in 1516 in a condition of mental illness
" Because of this , in the second half of the second century and during the first century BC there were conflicts both abroad and internally : after the failed attempt of social reform of the populares Tiberius and Gaius Gracchus , and the war against Jugurtha , there was a first civil war between Gaius Marius and Sulla"," Because of this , in the second half of the second century and during the first century BC there were conflicts both abroad and internally : after the failed attempt of social reform of the populares [Name] and [Name] , and the war against [Name] , there was a first civil war between [Name] and [Name]"
" The Corrs began work on new material in California in July 1996 , initially under the supervision of producer David Foster"," The Corrs began work on new material in California in July 1996 , initially under the supervision of producer [Name]"
" It was this theory of innate knowledge that later led philosopher John Locke ( 1632 – 1704 ) to combat the theory of empiricism , which held that all knowledge is acquired through experience"," It was this theory of innate knowledge that later led philosopher [Name] ( 1632 – 1704 ) to combat the theory of empiricism , which held that all knowledge is acquired through experience"
" Like the video Pussy , this video was also directed by Jonas Åkerlund"," Like the video Pussy , this video was also directed by [Name]"
" Back home in Germany , the band faced repeated accusations of fascist sympathies because of the dark and sometimes militaristic imagery of their videos and concerts , including the use of excerpts from the film Olympia by Leni Riefenstahl in the video for their cover of Depeche Mode 's song Stripped"," Back home in Germany , the band faced repeated accusations of fascist sympathies because of the dark and sometimes militaristic imagery of their videos and concerts , including the use of excerpts from the film Olympia by [Name] in the video for their cover of Depeche Mode 's song Stripped"
" Josh Homme , Alain Johannes , and Martyn LeNoble contributed to the creation of the album"," [Name] , [Name] , and [Name] contributed to the creation of the album"
 Wilson 's widow received and Bowers 's mother received, [Name] 's widow received and [Name] 's mother received
 This essay is a polemic against corruption and Gildas provides little in the way of names and dates, This essay is a polemic against corruption and [Name] provides little in the way of names and dates
" In 1927 , he launched a corruption investigation against Sheriff Burton Becker"," In 1927 , he launched a corruption investigation against Sheriff [Name]"
" Beginning as ambient and dub DJs in London , their early performances were inspired by electronic artists of the 1970 s and 1980 s , most notably Brian Eno and Kraftwerk"," Beginning as ambient and dub DJs in London , their early performances were inspired by electronic artists of the 1970 s and 1980 s , most notably [Name] and Kraftwerk"
" However , only hours before the test game he was ruled out with a calf injury and Kieran Foran took over the captaincy"," However , only hours before the test game he was ruled out with a calf injury and [Name] took over the captaincy"
 His younger contemporary Pythagoras ( c, His younger contemporary [Name] ( c
